,ipnr17,v297_dk,v298_dk,v299_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken
2799,FU134472,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,62.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,5.0,Socialdemokraterne,Nej,nej
2800,CZ126719,Medium-cycle tertiary eduation,350.000<,Male,73.0,Gift eller reg. partnerskab,6 børn eller flere,Mellemstore byer,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,4,4,5.0,Enhedslisten m.fl.,Nej,nej
2801,CZ382125,Short-cycle tertiary eduation,350.000<,Male,43.0,Enlig,Ingen børn,De 3 store provinsbyer,Korte vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,3.0,Socialistisk Folkeparti,Nej,ja
2802,CZ615904,Elementary school or unknown,150.000-250.000,Male,49.0,Enlig,2 børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,2,77,2.0,Dansk Folkeparti,Nej,ja
2803,CZ393247,Medium-cycle tertiary eduation,<150.0000,Male,39.0,Papirløst partnerskab,1 barn,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,4,4,3.0,,Nej,nej
2804,FU368754,Secondary education,150.000-250.000,Female,58.0,Gift eller reg. partnerskab,1 barn,,Uoplyst,Erhvervsfaglige uddannelser,Uoplyst,Erhvervsfaglige uddannelser,3,2,1.0,Socialdemokraterne,Nej,ja
2805,FU614134,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,49.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,4,3,3.0,Socialistisk Folkeparti,Ja,ja
2806,FU405764,Secondary education,250.000-350.000,Female,57.0,Enke/enkemand,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Uoplyst,Uoplyst,4,77,3.0,Socialdemokraterne,Ja,ja
2807,FU110742,Medium-cycle tertiary eduation,350.000<,Male,58.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,77,4.0,Socialdemokraterne,Nej,ja
2808,CZ199810,Secondary education,150.000-250.000,Male,66.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Mellemlange vid. udd,2,2,2.0,Socialdemokraterne,Ja,ja
2809,CZ553892,Elementary school or unknown,150.000-250.000,Female,72.0,Enke/enkemand,3 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,1,77,1.0,Dansk Folkeparti,Nej,ja
2810,FU218836,Medium-cycle tertiary eduation,250.000-350.000,Male,57.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Uoplyst,4,77,4.0,Socialdemokraterne,Nej,ja
2811,CZ782837,Short-cycle tertiary eduation,250.000-350.000,Female,50.0,Papirløst partnerskab,2 børn,Større provinsbyer,Korte vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,3,4,4.0,Socialdemokraterne,Ja,ja
2812,FU669725,Secondary education,250.000-350.000,Female,45.0,Papirløst partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,2,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2813,FU190197,Medium-cycle tertiary eduation,250.000-350.000,Female,54.0,Gift eller reg. partnerskab,1 barn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,3.0,Socialistisk Folkeparti,Ja,ja
2814,CZ383667,Short-cycle tertiary eduation,150.000-250.000,Female,53.0,Papirløst partnerskab,Ingen børn,Landområder og landsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2815,CZ730743,Secondary education,250.000-350.000,Female,56.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,2,4.0,Socialdemokraterne,Nej,ja
2816,FU331123,Elementary school or unknown,150.000-250.000,Male,85.0,Gift eller reg. partnerskab,3 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,4,1,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2817,CZ114590,Secondary education,<150.0000,Male,73.0,Gift eller reg. partnerskab,Ingen børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,3,,Socialdemokraterne,Nej,nej
2818,FU393990,Secondary education,<150.0000,Male,26.0,Papirløst partnerskab,Ingen børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,1.0,Alternativet,Nej,ja
2819,FU146300,Secondary education,250.000-350.000,Male,61.0,Skilt,4 børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Mellemlange vid. udd,2,77,1.0,Enhedslisten m.fl.,Ja,nej
2820,CZ809381,Secondary education,150.000-250.000,Male,24.0,Enlig,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,3.0,Liberal Alliance (tidl. Ny Alliance),Ja,ja
2821,CZ891016,Medium-cycle tertiary eduation,250.000-350.000,Female,41.0,Gift eller reg. partnerskab,Ingen børn,De 3 store provinsbyer,Mellemlange vid. udd,Lang vid. udd,Korte vid. udd,Grundskole og gym.,4,4,5.0,,Nej,nej
2822,FU317827,Elementary school or unknown,<150.0000,Female,74.0,Gift eller reg. partnerskab,2 børn,,Uoplyst,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,3,2,2.0,Liberal Alliance (tidl. Ny Alliance),Ja,ja
2823,FU454334,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,60.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2824,CZ224711,Secondary education,350.000<,Female,46.0,Gift eller reg. partnerskab,2 børn,Mindre byer,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,4.0,Enhedslisten m.fl.,Ja,nej
2825,CZ103891,Elementary school or unknown,<150.0000,Male,18.0,Enlig,Ingen børn,Mellemstore byer,Uoplyst,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,77,,Alternativet,Ja,ja
2826,CZ646788,Short-cycle tertiary eduation,350.000<,Male,51.0,Gift eller reg. partnerskab,Ingen børn,Mellemstore byer,Korte vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,Socialdemokraterne,Nej,ja
2827,CZ561928,Secondary education,150.000-250.000,Male,25.0,Papirløst partnerskab,Ingen børn,Mellemstore byer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Ukendt,Ukendt,3.0,Dansk Folkeparti,Ja,ja
2828,FU730325,Secondary education,150.000-250.000,Female,70.0,Skilt,3 børn,,Erhvervsfaglige uddannelser,Irrelevant,Korte vid. udd,Grundskole og gym.,2,77,2.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2829,FU796330,Medium-cycle tertiary eduation,350.000<,Female,45.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,4,3,5.0,Socialistisk Folkeparti,Ja,ja
2830,FU112578,Medium-cycle tertiary eduation,150.000-250.000,Male,63.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,3.0,Enhedslisten m.fl.,Nej,nej
2831,CZ671480,Secondary education,250.000-350.000,Female,61.0,Gift eller reg. partnerskab,5 børn,De 3 store provinsbyer,Korte vid. udd,Korte vid. udd,Grundskole og gym.,Korte vid. udd,2,2,3.0,Socialistisk Folkeparti,Ja,ja
2832,FU551965,Medium-cycle tertiary eduation,<150.0000,Female,74.0,Gift eller reg. partnerskab,4 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,Ukendt,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2833,CZ127339,Elementary school or unknown,<150.0000,Female,84.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,2,2,5.0,Socialdemokraterne,Ja,ja
2834,FU547370,Secondary education,250.000-350.000,Female,56.0,Separeret,1 barn,,Uoplyst,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,3,77,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2835,FU787341,Medium-cycle tertiary eduation,350.000<,Female,74.0,Gift eller reg. partnerskab,4 børn,,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,5.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2836,CZ202762,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,35.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,4,4,4.0,Alternativet,Nej,ja
2837,CZ657578,Elementary school or unknown,150.000-250.000,Male,62.0,Skilt,3 børn,Mellemstore byer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Dansk Folkeparti,Nej,ja
2838,CZ123933,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,59.0,Enlig,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,3.0,Det Konservative Folkeparti,Nej,ja
2839,FU624685,Secondary education,250.000-350.000,Male,38.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,3,3,5.0,Dansk Folkeparti,Nej,ja
2840,CZ138103,Secondary education,250.000-350.000,Female,59.0,Gift eller reg. partnerskab,4 børn,Mindre byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,1,2,1.0,Socialdemokraterne,Nej,ja
2841,CZ251514,Short-cycle tertiary eduation,<150.0000,Male,71.0,Gift eller reg. partnerskab,1 barn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,3,3.0,Vil stemme blankt,Nej,ja
2842,FU579221,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,54.0,Skilt,2 børn,,Lang vid. udd,Irrelevant,Korte vid. udd,Erhvervsfaglige uddannelser,4,77,3.0,Socialistisk Folkeparti,Nej,nej
2843,CZ834685,Elementary school or unknown,250.000-350.000,Male,48.0,Gift eller reg. partnerskab,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,4.0,Socialdemokraterne,Nej,nej
2844,FU892247,Elementary school or unknown,<150.0000,Male,90.0,Gift eller reg. partnerskab,3 børn,,Grundskole og gym.,Grundskole og gym.,Uoplyst,Uoplyst,2,77,1.0,,Nej,ja
2845,CZ320078,Medium-cycle tertiary eduation,350.000<,Male,68.0,Enke/enkemand,2 børn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,3.0,Dansk Folkeparti,Nej,nej
2846,CZ336441,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,65.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Lang vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,4,4,5.0,Alternativet,Nej,ja
2847,CZ548692,Medium-cycle tertiary eduation,150.000-250.000,Female,27.0,Papirløst partnerskab,1 barn,Større provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,Socialdemokraterne,Nej,ja
2848,CZ239499,Secondary education,250.000-350.000,Female,62.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,4,3.0,Det Radikale Venstre,Ja,ja
2849,CZ387595,Elementary school or unknown,<150.0000,Female,67.0,Gift eller reg. partnerskab,6 børn eller flere,Landområder og landsbyer,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,2,2.0,Socialdemokraterne,Nej,ja
2850,FU730864,Secondary education,150.000-250.000,Male,22.0,Enlig,Ingen børn,,Erhvervsfaglige uddannelser,Irrelevant,Korte vid. udd,Erhvervsfaglige uddannelser,2,77,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2851,CZ467955,Secondary education,150.000-250.000,Female,44.0,Papirløst partnerskab,1 barn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,3.0,Dansk Folkeparti,Nej,ja
2852,CZ662736,Elementary school or unknown,150.000-250.000,Female,64.0,Skilt,2 børn,De 3 store provinsbyer,Korte vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,77,3.0,Socialistisk Folkeparti,Ja,nej
2853,FU244774,Secondary education,150.000-250.000,Male,50.0,Gift eller reg. partnerskab,2 børn,,Uoplyst,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,3,4.0,Enhedslisten m.fl.,Ja,nej
2854,CZ250095,Elementary school or unknown,<150.0000,Female,64.0,Gift eller reg. partnerskab,4 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,2,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2855,FU522519,Secondary education,250.000-350.000,Female,51.0,Papirløst partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,2.0,Dansk Folkeparti,Nej,ja
2856,FU704215,Medium-cycle tertiary eduation,250.000-350.000,Female,60.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Korte vid. udd,Grundskole og gym.,Korte vid. udd,4,3,3.0,Det Radikale Venstre,Ja,ja
2857,FU589844,Elementary school or unknown,<150.0000,Female,69.0,Enke/enkemand,2 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Dansk Folkeparti,Nej,ja
2858,FU515770,Elementary school or unknown,150.000-250.000,Male,48.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2859,FU507397,Elementary school or unknown,350.000<,Female,87.0,Enke/enkemand,Ingen børn,,Uoplyst,Irrelevant,Uoplyst,Uoplyst,4,77,,Det Konservative Folkeparti,Nej,nej
2860,FU353521,Elementary school or unknown,350.000<,Male,72.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2861,FU492140,Medium-cycle tertiary eduation,250.000-350.000,Female,61.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,1.0,Socialistisk Folkeparti,Nej,ja
2862,CZ656186,Medium-cycle tertiary eduation,150.000-250.000,Male,64.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,4.0,Enhedslisten m.fl.,Ja,nej
2863,CZ571459,Secondary education,350.000<,Male,44.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Lang vid. udd,3,3,3.0,Socialdemokraterne,Ja,ja
2864,CZ225837,Medium-cycle tertiary eduation,150.000-250.000,Female,40.0,Gift eller reg. partnerskab,1 barn,Større provinsbyer,Mellemlange vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,4,4.0,Det Konservative Folkeparti,Nej,ja
2865,FU740751,Secondary education,350.000<,Male,47.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,3,4,3.0,Socialdemokraterne,Nej,ja
2866,CZ347332,Secondary education,<150.0000,Female,72.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,2.0,Socialdemokraterne,Ja,ja
2867,FU184992,Short-cycle tertiary eduation,250.000-350.000,Male,66.0,Gift eller reg. partnerskab,1 barn,,Grundskole og gym.,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Dansk Folkeparti,Nej,ja
2868,FU405087,Secondary education,350.000<,Male,53.0,Gift eller reg. partnerskab,4 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,5.0,Det Radikale Venstre,Nej,ja
2869,CZ246509,Elementary school or unknown,150.000-250.000,Female,31.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Ukendt,2,3.0,Det Radikale Venstre,Ja,nej
2870,FU384473,Elementary school or unknown,<150.0000,Male,63.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,1,2.0,Dansk Folkeparti,Ja,ja
2871,FU206385,Medium-cycle tertiary eduation,350.000<,Male,42.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,4,4.0,Enhedslisten m.fl.,Ja,ja
2872,CZ193506,Elementary school or unknown,<150.0000,Male,76.0,Enke/enkemand,2 børn,Mindre byer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,4,77,1.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2873,FU464610,Secondary education,<150.0000,Male,24.0,Enlig,Ingen børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,Ukendt,77,2.0,Socialistisk Folkeparti,Nej,ja
2874,FU480789,Medium-cycle tertiary eduation,250.000-350.000,Female,40.0,Skilt,2 børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,4,77,3.0,Socialdemokraterne,Ja,ja
2875,CZ373535,Secondary education,150.000-250.000,Male,25.0,Gift eller reg. partnerskab,Ingen børn,Mellemstore byer,Korte vid. udd,Korte vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,3,2,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2876,CZ261352,Secondary education,<150.0000,Male,26.0,Papirløst partnerskab,Ingen børn,Mellemstore byer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,Ukendt,2,3.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
2877,CZ773246,Secondary education,<150.0000,Male,24.0,Enlig,Ingen børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Ukendt,77,,Det Konservative Folkeparti,Nej,ja
2878,CZ105496,Secondary education,<150.0000,Male,76.0,Gift eller reg. partnerskab,4 børn,Landområder og landsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,1,1.0,Det Konservative Folkeparti,Nej,ja
2879,CZ695401,Secondary education,<150.0000,Female,24.0,Papirløst partnerskab,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,2,2,1.0,Alternativet,Nej,ja
2880,CZ673415,Medium-cycle tertiary eduation,150.000-250.000,Female,32.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,3,3.0,Det Radikale Venstre,Nej,ja
2881,CZ719160,Short-cycle tertiary eduation,150.000-250.000,Female,69.0,Enlig,1 barn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Lang vid. udd,2,77,3.0,Det Konservative Folkeparti,Nej,ja
2882,FU150910,Medium-cycle tertiary eduation,350.000<,Male,39.0,Gift eller reg. partnerskab,4 børn,,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,"Venstre, Danmarks Liberale Parti",Nej,nej
2883,FU209287,Medium-cycle tertiary eduation,150.000-250.000,Female,70.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,4,3.0,Det Radikale Venstre,Ja,ja
2884,FU186529,Elementary school or unknown,<150.0000,Male,71.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,1,1.0,Dansk Folkeparti,Nej,nej
2885,FU454101,Secondary education,<150.0000,Female,65.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Uoplyst,Grundskole og gym.,Erhvervsfaglige uddannelser,2,3,2.0,Dansk Folkeparti,Nej,ja
2886,FU695981,Secondary education,<150.0000,Male,23.0,Papirløst partnerskab,Ingen børn,,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,Mellemlange vid. udd,2,3,1.0,Socialdemokraterne,Ja,ja
2887,CZ523642,Elementary school or unknown,350.000<,Female,44.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Lang vid. udd,Lang vid. udd,Lang vid. udd,Lang vid. udd,4,4,5.0,Vil stemme blankt,Ja,nej
2888,CZ567843,Secondary education,250.000-350.000,Female,54.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,4.0,Socialdemokraterne,Nej,ja
2889,CZ685063,Secondary education,250.000-350.000,Male,31.0,Gift eller reg. partnerskab,1 barn,Større provinsbyer,Korte vid. udd,Mellemlange vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,4,4,4.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
2890,CZ816860,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,65.0,Enke/enkemand,3 børn,De 3 store provinsbyer,Lang vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,Ukendt,77,2.0,Enhedslisten m.fl.,Ja,nej
2891,FU319732,Secondary education,150.000-250.000,Female,73.0,Enke/enkemand,2 børn,,Uoplyst,Irrelevant,Grundskole og gym.,Uoplyst,1,77,1.0,Socialdemokraterne,Ja,ja
2892,CZ768284,Short-cycle tertiary eduation,150.000-250.000,Female,64.0,Enke/enkemand,1 barn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,3.0,Vil stemme blankt,Ja,ja
2893,CZ465868,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,53.0,Gift eller reg. partnerskab,5 børn,De 3 store provinsbyer,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,4.0,Enhedslisten m.fl.,Nej,ja
2894,FU274078,Secondary education,<150.0000,Female,51.0,Papirløst partnerskab,3 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,2,1.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
2895,CZ726649,Secondary education,250.000-350.000,Female,45.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Korte vid. udd,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,3,4.0,Det Konservative Folkeparti,Nej,ja
2896,FU492289,Elementary school or unknown,<150.0000,Female,18.0,Enlig,Uoplyst,,Uoplyst,Irrelevant,Grundskole og gym.,Korte vid. udd,Ukendt,77,,Socialdemokraterne,Ja,nej
2897,CZ519608,Secondary education,150.000-250.000,Male,89.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,3,2,1.0,Socialdemokraterne,Nej,ja
2898,FU281107,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,50.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,3,4,4.0,Liberal Alliance (tidl. Ny Alliance),Ja,ja
2899,FU279679,Secondary education,150.000-250.000,Male,72.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,3,2,,Det Radikale Venstre,Nej,ja
2900,CZ804613,Secondary education,<150.0000,Female,69.0,Gift eller reg. partnerskab,3 børn,Mindre byer,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,,Socialdemokraterne,Nej,ja
2901,FU231940,Secondary education,150.000-250.000,Female,81.0,Skilt,3 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,1.0,Nye Borgerlige,Ja,ja
2902,FU187260,Elementary school or unknown,150.000-250.000,Female,67.0,Enke/enkemand,2 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Dansk Folkeparti,Ja,ja
2903,FU172812,Short-cycle tertiary eduation,150.000-250.000,Female,46.0,Gift eller reg. partnerskab,2 børn,,Korte vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,3,1,4.0,Det Radikale Venstre,Nej,nej
2904,FU250317,Elementary school or unknown,<150.0000,Male,72.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Uoplyst,Grundskole og gym.,Grundskole og gym.,Ukendt,Ukendt,1.0,Socialdemokraterne,Nej,nej
2905,FU886749,Medium-cycle tertiary eduation,<150.0000,Female,34.0,Enlig,Ingen børn,,Lang vid. udd,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,3,77,4.0,Vil stemme blankt,Nej,ja
